"date","raw_year","raw_month","m_year","day_of_year","day_of_month","day_of_season","season"
"1901-05-16",1901,5,1901,137,16,77,"MAM"
"1901-05-17",1901,5,1901,138,17,78,"MAM"
"1901-05-18",1901,5,1901,139,18,79,"MAM"
"1901-05-19",1901,5,1901,140,19,80,"MAM"
"1901-05-20",1901,5,1901,141,20,81,"MAM"
"1901-05-21",1901,5,1901,142,21,82,"MAM"
"1901-05-22",1901,5,1901,143,22,83,"MAM"
"1901-05-23",1901,5,1901,144,23,84,"MAM"
"1901-05-24",1901,5,1901,145,24,85,"MAM"
"1901-05-25",1901,5,1901,146,25,86,"MAM"
"1901-05-26",1901,5,1901,147,26,87,"MAM"
"1901-05-27",1901,5,1901,148,27,88,"MAM"
"1901-05-28",1901,5,1901,149,28,89,"MAM"
"1901-05-29",1901,5,1901,150,29,90,"MAM"
"1901-05-30",1901,5,1901,151,30,91,"MAM"
"1901-05-31",1901,5,1901,152,31,92,"MAM"
"1901-06-01",1901,6,1901,153,1,1,"JJA"
"1901-06-02",1901,6,1901,154,2,2,"JJA"
"1901-06-03",1901,6,1901,155,3,3,"JJA"
"1901-06-04",1901,6,1901,156,4,4,"JJA"
"1901-06-05",1901,6,1901,157,5,5,"JJA"
"1901-06-06",1901,6,1901,158,6,6,"JJA"
"1901-06-07",1901,6,1901,159,7,7,"JJA"
"1901-06-08",1901,6,1901,160,8,8,"JJA"
"1901-06-09",1901,6,1901,161,9,9,"JJA"
"1901-06-10",1901,6,1901,162,10,10,"JJA"
"1901-06-11",1901,6,1901,163,11,11,"JJA"
"1901-06-12",1901,6,1901,164,12,12,"JJA"
"1901-06-13",1901,6,1901,165,13,13,"JJA"
"1901-06-14",1901,6,1901,166,14,14,"JJA"
"1901-06-15",1901,6,1901,167,15,15,"JJA"
"1901-06-16",1901,6,1901,168,16,16,"JJA"
"1901-06-17",1901,6,1901,169,17,17,"JJA"
"1901-06-18",1901,6,1901,170,18,18,"JJA"
"1901-06-19",1901,6,1901,171,19,19,"JJA"
"1901-06-20",1901,6,1901,172,20,20,"JJA"
"1901-06-21",1901,6,1901,173,21,21,"JJA"
"1901-06-22",1901,6,1901,174,22,22,"JJA"
"1901-06-23",1901,6,1901,175,23,23,"JJA"
"1901-06-24",1901,6,1901,176,24,24,"JJA"
"1901-06-25",1901,6,1901,177,25,25,"JJA"
"1901-06-26",1901,6,1901,178,26,26,"JJA"
"1901-06-27",1901,6,1901,179,27,27,"JJA"
"1901-06-28",1901,6,1901,180,28,28,"JJA"
"1901-06-29",1901,6,1901,181,29,29,"JJA"
"1901-06-30",1901,6,1901,182,30,30,"JJA"
"1901-07-01",1901,7,1901,183,1,31,"JJA"
"1901-07-02",1901,7,1901,184,2,32,"JJA"
"1901-07-03",1901,7,1901,185,3,33,"JJA"
"1901-07-04",1901,7,1901,186,4,34,"JJA"
"1901-07-05",1901,7,1901,187,5,35,"JJA"
"1901-07-06",1901,7,1901,188,6,36,"JJA"
"1901-07-07",1901,7,1901,189,7,37,"JJA"
"1901-07-08",1901,7,1901,190,8,38,"JJA"
"1901-07-09",1901,7,1901,191,9,39,"JJA"
"1901-07-10",1901,7,1901,192,10,40,"JJA"
"1901-07-11",1901,7,1901,193,11,41,"JJA"
"1901-07-12",1901,7,1901,194,12,42,"JJA"
"1901-07-13",1901,7,1901,195,13,43,"JJA"
"1901-07-14",1901,7,1901,196,14,44,"JJA"
"1901-07-15",1901,7,1901,197,15,45,"JJA"
"1901-07-16",1901,7,1901,198,16,46,"JJA"
"1901-07-17",1901,7,1901,199,17,47,"JJA"
"1901-07-18",1901,7,1901,200,18,48,"JJA"
"1901-07-19",1901,7,1901,201,19,49,"JJA"
"1901-07-20",1901,7,1901,202,20,50,"JJA"
"1901-07-21",1901,7,1901,203,21,51,"JJA"
"1901-07-22",1901,7,1901,204,22,52,"JJA"
"1901-07-23",1901,7,1901,205,23,53,"JJA"
"1901-07-24",1901,7,1901,206,24,54,"JJA"
"1901-07-25",1901,7,1901,207,25,55,"JJA"
"1901-07-26",1901,7,1901,208,26,56,"JJA"
"1901-07-27",1901,7,1901,209,27,57,"JJA"
"1901-07-28",1901,7,1901,210,28,58,"JJA"
"1901-07-29",1901,7,1901,211,29,59,"JJA"
"1901-07-30",1901,7,1901,212,30,60,"JJA"
"1901-07-31",1901,7,1901,213,31,61,"JJA"
"1901-08-01",1901,8,1901,214,1,62,"JJA"
"1901-08-02",1901,8,1901,215,2,63,"JJA"
"1901-08-03",1901,8,1901,216,3,64,"JJA"
"1901-08-04",1901,8,1901,217,4,65,"JJA"
"1901-08-05",1901,8,1901,218,5,66,"JJA"
"1901-08-06",1901,8,1901,219,6,67,"JJA"
"1901-08-07",1901,8,1901,220,7,68,"JJA"
"1901-08-08",1901,8,1901,221,8,69,"JJA"
"1901-08-09",1901,8,1901,222,9,70,"JJA"
"1901-08-10",1901,8,1901,223,10,71,"JJA"
"1901-08-11",1901,8,1901,224,11,72,"JJA"
"1901-08-12",1901,8,1901,225,12,73,"JJA"
"1901-08-13",1901,8,1901,226,13,74,"JJA"
"1901-08-14",1901,8,1901,227,14,75,"JJA"
"1901-08-15",1901,8,1901,228,15,76,"JJA"
"1901-08-16",1901,8,1901,229,16,77,"JJA"
"1901-08-17",1901,8,1901,230,17,78,"JJA"
"1901-08-18",1901,8,1901,231,18,79,"JJA"
"1901-08-19",1901,8,1901,232,19,80,"JJA"
"1901-08-20",1901,8,1901,233,20,81,"JJA"
"1901-08-21",1901,8,1901,234,21,82,"JJA"
"1901-08-22",1901,8,1901,235,22,83,"JJA"
"1901-08-23",1901,8,1901,236,23,84,"JJA"
"1901-08-24",1901,8,1901,237,24,85,"JJA"
"1901-08-25",1901,8,1901,238,25,86,"JJA"
"1901-08-26",1901,8,1901,239,26,87,"JJA"
"1901-08-27",1901,8,1901,240,27,88,"JJA"
"1901-08-28",1901,8,1901,241,28,89,"JJA"
"1901-08-29",1901,8,1901,242,29,90,"JJA"
"1901-08-30",1901,8,1901,243,30,91,"JJA"
"1901-08-31",1901,8,1901,244,31,92,"JJA"
"1901-09-01",1901,9,1901,245,1,1,"SON"
"1901-09-02",1901,9,1901,246,2,2,"SON"
"1901-09-03",1901,9,1901,247,3,3,"SON"
"1901-09-04",1901,9,1901,248,4,4,"SON"
"1901-09-05",1901,9,1901,249,5,5,"SON"
"1901-09-06",1901,9,1901,250,6,6,"SON"
"1901-09-07",1901,9,1901,251,7,7,"SON"
"1901-09-08",1901,9,1901,252,8,8,"SON"
"1901-09-09",1901,9,1901,253,9,9,"SON"
"1901-09-10",1901,9,1901,254,10,10,"SON"
"1901-09-11",1901,9,1901,255,11,11,"SON"
"1901-09-12",1901,9,1901,256,12,12,"SON"
"1901-09-13",1901,9,1901,257,13,13,"SON"
"1901-09-14",1901,9,1901,258,14,14,"SON"
"1901-09-15",1901,9,1901,259,15,15,"SON"
"1901-09-16",1901,9,1901,260,16,16,"SON"
"1901-09-17",1901,9,1901,261,17,17,"SON"
"1901-09-18",1901,9,1901,262,18,18,"SON"
"1901-09-19",1901,9,1901,263,19,19,"SON"
"1901-09-20",1901,9,1901,264,20,20,"SON"
"1901-09-21",1901,9,1901,265,21,21,"SON"
"1901-09-22",1901,9,1901,266,22,22,"SON"
"1901-09-23",1901,9,1901,267,23,23,"SON"
"1901-09-24",1901,9,1901,268,24,24,"SON"
"1901-09-25",1901,9,1901,269,25,25,"SON"
"1901-09-26",1901,9,1901,270,26,26,"SON"
"1901-09-27",1901,9,1901,271,27,27,"SON"
"1901-09-28",1901,9,1901,272,28,28,"SON"
"1901-09-29",1901,9,1901,273,29,29,"SON"
"1901-09-30",1901,9,1901,274,30,30,"SON"
"1901-10-01",1901,10,1901,275,1,31,"SON"
"1901-10-02",1901,10,1901,276,2,32,"SON"
"1901-10-03",1901,10,1901,277,3,33,"SON"
"1901-10-04",1901,10,1901,278,4,34,"SON"
"1901-10-05",1901,10,1901,279,5,35,"SON"
"1901-10-06",1901,10,1901,280,6,36,"SON"
"1901-10-07",1901,10,1901,281,7,37,"SON"
"1901-10-08",1901,10,1901,282,8,38,"SON"
"1901-10-09",1901,10,1901,283,9,39,"SON"
"1901-10-10",1901,10,1901,284,10,40,"SON"
"1901-10-11",1901,10,1901,285,11,41,"SON"
"1901-10-12",1901,10,1901,286,12,42,"SON"
"1901-10-13",1901,10,1901,287,13,43,"SON"
"1901-10-14",1901,10,1901,288,14,44,"SON"
"1901-10-15",1901,10,1901,289,15,45,"SON"
"1901-10-16",1901,10,1901,290,16,46,"SON"
"1901-10-17",1901,10,1901,291,17,47,"SON"
"1901-10-18",1901,10,1901,292,18,48,"SON"
"1901-10-19",1901,10,1901,293,19,49,"SON"
"1901-10-20",1901,10,1901,294,20,50,"SON"
"1901-10-21",1901,10,1901,295,21,51,"SON"
"1901-10-22",1901,10,1901,296,22,52,"SON"
"1901-10-23",1901,10,1901,297,23,53,"SON"
"1901-10-24",1901,10,1901,298,24,54,"SON"
"1901-10-25",1901,10,1901,299,25,55,"SON"
"1901-10-26",1901,10,1901,300,26,56,"SON"
"1901-10-27",1901,10,1901,301,27,57,"SON"
"1901-10-28",1901,10,1901,302,28,58,"SON"
"1901-10-29",1901,10,1901,303,29,59,"SON"
"1901-10-30",1901,10,1901,304,30,60,"SON"
"1901-10-31",1901,10,1901,305,31,61,"SON"
"1901-11-01",1901,11,1901,306,1,62,"SON"
"1901-11-02",1901,11,1901,307,2,63,"SON"
"1901-11-03",1901,11,1901,308,3,64,"SON"
"1901-11-04",1901,11,1901,309,4,65,"SON"
"1901-11-05",1901,11,1901,310,5,66,"SON"
"1901-11-06",1901,11,1901,311,6,67,"SON"
"1901-11-07",1901,11,1901,312,7,68,"SON"
"1901-11-08",1901,11,1901,313,8,69,"SON"
"1901-11-09",1901,11,1901,314,9,70,"SON"
"1901-11-10",1901,11,1901,315,10,71,"SON"
"1901-11-11",1901,11,1901,316,11,72,"SON"
"1901-11-12",1901,11,1901,317,12,73,"SON"
"1901-11-13",1901,11,1901,318,13,74,"SON"
"1901-11-14",1901,11,1901,319,14,75,"SON"
"1901-11-15",1901,11,1901,320,15,76,"SON"
"1901-11-16",1901,11,1901,321,16,77,"SON"
"1901-11-17",1901,11,1901,322,17,78,"SON"
"1901-11-18",1901,11,1901,323,18,79,"SON"
"1901-11-19",1901,11,1901,324,19,80,"SON"
"1901-11-20",1901,11,1901,325,20,81,"SON"
"1901-11-21",1901,11,1901,326,21,82,"SON"
"1901-11-22",1901,11,1901,327,22,83,"SON"
"1901-11-23",1901,11,1901,328,23,84,"SON"
"1901-11-24",1901,11,1901,329,24,85,"SON"
"1901-11-25",1901,11,1901,330,25,86,"SON"
"1901-11-26",1901,11,1901,331,26,87,"SON"
"1901-11-27",1901,11,1901,332,27,88,"SON"
"1901-11-28",1901,11,1901,333,28,89,"SON"
"1901-11-29",1901,11,1901,334,29,90,"SON"
"1901-11-30",1901,11,1901,335,30,91,"SON"
"1901-12-01",1901,12,1902,336,1,1,"DJF"
"1901-12-02",1901,12,1902,337,2,2,"DJF"
"1901-12-03",1901,12,1902,338,3,3,"DJF"
"1901-12-04",1901,12,1902,339,4,4,"DJF"
"1901-12-05",1901,12,1902,340,5,5,"DJF"
"1901-12-06",1901,12,1902,341,6,6,"DJF"
"1901-12-07",1901,12,1902,342,7,7,"DJF"
"1901-12-08",1901,12,1902,343,8,8,"DJF"
"1901-12-09",1901,12,1902,344,9,9,"DJF"
"1901-12-10",1901,12,1902,345,10,10,"DJF"
"1901-12-11",1901,12,1902,346,11,11,"DJF"
"1901-12-12",1901,12,1902,347,12,12,"DJF"
"1901-12-13",1901,12,1902,348,13,13,"DJF"
"1901-12-14",1901,12,1902,349,14,14,"DJF"
"1901-12-15",1901,12,1902,350,15,15,"DJF"
"1901-12-16",1901,12,1902,351,16,16,"DJF"
"1901-12-17",1901,12,1902,352,17,17,"DJF"
"1901-12-18",1901,12,1902,353,18,18,"DJF"
"1901-12-19",1901,12,1902,354,19,19,"DJF"
"1901-12-20",1901,12,1902,355,20,20,"DJF"
"1901-12-21",1901,12,1902,356,21,21,"DJF"
"1901-12-22",1901,12,1902,357,22,22,"DJF"
"1901-12-23",1901,12,1902,358,23,23,"DJF"
"1901-12-24",1901,12,1902,359,24,24,"DJF"
"1901-12-25",1901,12,1902,360,25,25,"DJF"
"1901-12-26",1901,12,1902,361,26,26,"DJF"
"1901-12-27",1901,12,1902,362,27,27,"DJF"
"1901-12-28",1901,12,1902,363,28,28,"DJF"
"1901-12-29",1901,12,1902,364,29,29,"DJF"
"1901-12-30",1901,12,1902,365,30,30,"DJF"
"1901-12-31",1901,12,1902,366,31,31,"DJF"
"1902-01-01",1902,1,1902,1,1,32,"DJF"
"1902-01-02",1902,1,1902,2,2,33,"DJF"
"1902-01-03",1902,1,1902,3,3,34,"DJF"
"1902-01-04",1902,1,1902,4,4,35,"DJF"
"1902-01-05",1902,1,1902,5,5,36,"DJF"
"1902-01-06",1902,1,1902,6,6,37,"DJF"
"1902-01-07",1902,1,1902,7,7,38,"DJF"
"1902-01-08",1902,1,1902,8,8,39,"DJF"
"1902-01-09",1902,1,1902,9,9,40,"DJF"
"1902-01-10",1902,1,1902,10,10,41,"DJF"
"1902-01-11",1902,1,1902,11,11,42,"DJF"
"1902-01-12",1902,1,1902,12,12,43,"DJF"
"1902-01-13",1902,1,1902,13,13,44,"DJF"
"1902-01-14",1902,1,1902,14,14,45,"DJF"
"1902-01-15",1902,1,1902,15,15,46,"DJF"
"1902-01-16",1902,1,1902,16,16,47,"DJF"
"1902-01-17",1902,1,1902,17,17,48,"DJF"
"1902-01-18",1902,1,1902,18,18,49,"DJF"
"1902-01-19",1902,1,1902,19,19,50,"DJF"
"1902-01-20",1902,1,1902,20,20,51,"DJF"
"1902-01-21",1902,1,1902,21,21,52,"DJF"
"1902-01-22",1902,1,1902,22,22,53,"DJF"
"1902-01-23",1902,1,1902,23,23,54,"DJF"
"1902-01-24",1902,1,1902,24,24,55,"DJF"
"1902-01-25",1902,1,1902,25,25,56,"DJF"
"1902-01-26",1902,1,1902,26,26,57,"DJF"
"1902-01-27",1902,1,1902,27,27,58,"DJF"
"1902-01-28",1902,1,1902,28,28,59,"DJF"
"1902-01-29",1902,1,1902,29,29,60,"DJF"
"1902-01-30",1902,1,1902,30,30,61,"DJF"
"1902-01-31",1902,1,1902,31,31,62,"DJF"
"1902-02-01",1902,2,1902,32,1,63,"DJF"
"1902-02-02",1902,2,1902,33,2,64,"DJF"
"1902-02-03",1902,2,1902,34,3,65,"DJF"
"1902-02-04",1902,2,1902,35,4,66,"DJF"
"1902-02-05",1902,2,1902,36,5,67,"DJF"
"1902-02-06",1902,2,1902,37,6,68,"DJF"
"1902-02-07",1902,2,1902,38,7,69,"DJF"
"1902-02-08",1902,2,1902,39,8,70,"DJF"
"1902-02-09",1902,2,1902,40,9,71,"DJF"
"1902-02-10",1902,2,1902,41,10,72,"DJF"
"1902-02-11",1902,2,1902,42,11,73,"DJF"
"1902-02-12",1902,2,1902,43,12,74,"DJF"
"1902-02-13",1902,2,1902,44,13,75,"DJF"
"1902-02-14",1902,2,1902,45,14,76,"DJF"
"1902-02-15",1902,2,1902,46,15,77,"DJF"
"1902-02-16",1902,2,1902,47,16,78,"DJF"
"1902-02-17",1902,2,1902,48,17,79,"DJF"
"1902-02-18",1902,2,1902,49,18,80,"DJF"
"1902-02-19",1902,2,1902,50,19,81,"DJF"
"1902-02-20",1902,2,1902,51,20,82,"DJF"
"1902-02-21",1902,2,1902,52,21,83,"DJF"
"1902-02-22",1902,2,1902,53,22,84,"DJF"
"1902-02-23",1902,2,1902,54,23,85,"DJF"
"1902-02-24",1902,2,1902,55,24,86,"DJF"
"1902-02-25",1902,2,1902,56,25,87,"DJF"
"1902-02-26",1902,2,1902,57,26,88,"DJF"
"1902-02-27",1902,2,1902,58,27,89,"DJF"
"1902-02-28",1902,2,1902,59,28,90,"DJF"
"1902-03-01",1902,3,1902,61,1,1,"MAM"
"1902-03-02",1902,3,1902,62,2,2,"MAM"
"1902-03-03",1902,3,1902,63,3,3,"MAM"
"1902-03-04",1902,3,1902,64,4,4,"MAM"
"1902-03-05",1902,3,1902,65,5,5,"MAM"
"1902-03-06",1902,3,1902,66,6,6,"MAM"
"1902-03-07",1902,3,1902,67,7,7,"MAM"
"1902-03-08",1902,3,1902,68,8,8,"MAM"
"1902-03-09",1902,3,1902,69,9,9,"MAM"
"1902-03-10",1902,3,1902,70,10,10,"MAM"
"1902-03-11",1902,3,1902,71,11,11,"MAM"
"1902-03-12",1902,3,1902,72,12,12,"MAM"
"1902-03-13",1902,3,1902,73,13,13,"MAM"
"1902-03-14",1902,3,1902,74,14,14,"MAM"
"1902-03-15",1902,3,1902,75,15,15,"MAM"
"1902-03-16",1902,3,1902,76,16,16,"MAM"
"1902-03-17",1902,3,1902,77,17,17,"MAM"
"1902-03-18",1902,3,1902,78,18,18,"MAM"
"1902-03-19",1902,3,1902,79,19,19,"MAM"
"1902-03-20",1902,3,1902,80,20,20,"MAM"
"1902-03-21",1902,3,1902,81,21,21,"MAM"
"1902-03-22",1902,3,1902,82,22,22,"MAM"
"1902-03-23",1902,3,1902,83,23,23,"MAM"
"1902-03-24",1902,3,1902,84,24,24,"MAM"
"1902-03-25",1902,3,1902,85,25,25,"MAM"
"1902-03-26",1902,3,1902,86,26,26,"MAM"
"1902-03-27",1902,3,1902,87,27,27,"MAM"
"1902-03-28",1902,3,1902,88,28,28,"MAM"
"1902-03-29",1902,3,1902,89,29,29,"MAM"
"1902-03-30",1902,3,1902,90,30,30,"MAM"
"1902-03-31",1902,3,1902,91,31,31,"MAM"
"1902-04-01",1902,4,1902,92,1,32,"MAM"
"1902-04-02",1902,4,1902,93,2,33,"MAM"
"1902-04-03",1902,4,1902,94,3,34,"MAM"
"1902-04-04",1902,4,1902,95,4,35,"MAM"
"1902-04-05",1902,4,1902,96,5,36,"MAM"
"1902-04-06",1902,4,1902,97,6,37,"MAM"
"1902-04-07",1902,4,1902,98,7,38,"MAM"
"1902-04-08",1902,4,1902,99,8,39,"MAM"
"1902-04-09",1902,4,1902,100,9,40,"MAM"
"1902-04-10",1902,4,1902,101,10,41,"MAM"
"1902-04-11",1902,4,1902,102,11,42,"MAM"
"1902-04-12",1902,4,1902,103,12,43,"MAM"
"1902-04-13",1902,4,1902,104,13,44,"MAM"
"1902-04-14",1902,4,1902,105,14,45,"MAM"
"1902-04-15",1902,4,1902,106,15,46,"MAM"
"1902-04-16",1902,4,1902,107,16,47,"MAM"
"1902-04-17",1902,4,1902,108,17,48,"MAM"
"1902-04-18",1902,4,1902,109,18,49,"MAM"
"1902-04-19",1902,4,1902,110,19,50,"MAM"
"1902-04-20",1902,4,1902,111,20,51,"MAM"
"1902-04-21",1902,4,1902,112,21,52,"MAM"
"1902-04-22",1902,4,1902,113,22,53,"MAM"
"1902-04-23",1902,4,1902,114,23,54,"MAM"
"1902-04-24",1902,4,1902,115,24,55,"MAM"
"1902-04-25",1902,4,1902,116,25,56,"MAM"
"1902-04-26",1902,4,1902,117,26,57,"MAM"
"1902-04-27",1902,4,1902,118,27,58,"MAM"
"1902-04-28",1902,4,1902,119,28,59,"MAM"
"1902-04-29",1902,4,1902,120,29,60,"MAM"
"1902-04-30",1902,4,1902,121,30,61,"MAM"
"1902-05-01",1902,5,1902,122,1,62,"MAM"
"1902-05-02",1902,5,1902,123,2,63,"MAM"
"1902-05-03",1902,5,1902,124,3,64,"MAM"
"1902-05-04",1902,5,1902,125,4,65,"MAM"
"1902-05-05",1902,5,1902,126,5,66,"MAM"
"1902-05-06",1902,5,1902,127,6,67,"MAM"
"1902-05-07",1902,5,1902,128,7,68,"MAM"
"1902-05-08",1902,5,1902,129,8,69,"MAM"
"1902-05-09",1902,5,1902,130,9,70,"MAM"
"1902-05-10",1902,5,1902,131,10,71,"MAM"
"1902-05-11",1902,5,1902,132,11,72,"MAM"
"1902-05-12",1902,5,1902,133,12,73,"MAM"
"1902-05-13",1902,5,1902,134,13,74,"MAM"
"1902-05-14",1902,5,1902,135,14,75,"MAM"
"1902-05-15",1902,5,1902,136,15,76,"MAM"
"1902-05-16",1902,5,1902,137,16,77,"MAM"
"1902-05-17",1902,5,1902,138,17,78,"MAM"
"1902-05-18",1902,5,1902,139,18,79,"MAM"
"1902-05-19",1902,5,1902,140,19,80,"MAM"
"1902-05-20",1902,5,1902,141,20,81,"MAM"
"1902-05-21",1902,5,1902,142,21,82,"MAM"
"1902-05-22",1902,5,1902,143,22,83,"MAM"
"1902-05-23",1902,5,1902,144,23,84,"MAM"
"1902-05-24",1902,5,1902,145,24,85,"MAM"
"1902-05-25",1902,5,1902,146,25,86,"MAM"
"1902-05-26",1902,5,1902,147,26,87,"MAM"
"1902-05-27",1902,5,1902,148,27,88,"MAM"
"1902-05-28",1902,5,1902,149,28,89,"MAM"
"1902-05-29",1902,5,1902,150,29,90,"MAM"
"1902-05-30",1902,5,1902,151,30,91,"MAM"
"1902-05-31",1902,5,1902,152,31,92,"MAM"
"1902-06-01",1902,6,1902,153,1,1,"JJA"
"1902-06-02",1902,6,1902,154,2,2,"JJA"
"1902-06-03",1902,6,1902,155,3,3,"JJA"
"1902-06-04",1902,6,1902,156,4,4,"JJA"
"1902-06-05",1902,6,1902,157,5,5,"JJA"
"1902-06-06",1902,6,1902,158,6,6,"JJA"
"1902-06-07",1902,6,1902,159,7,7,"JJA"
"1902-06-08",1902,6,1902,160,8,8,"JJA"
"1902-06-09",1902,6,1902,161,9,9,"JJA"
"1902-06-10",1902,6,1902,162,10,10,"JJA"
"1902-06-11",1902,6,1902,163,11,11,"JJA"
"1902-06-12",1902,6,1902,164,12,12,"JJA"
"1902-06-13",1902,6,1902,165,13,13,"JJA"
"1902-06-14",1902,6,1902,166,14,14,"JJA"
"1902-06-15",1902,6,1902,167,15,15,"JJA"
"1902-06-16",1902,6,1902,168,16,16,"JJA"
"1902-06-17",1902,6,1902,169,17,17,"JJA"
"1902-06-18",1902,6,1902,170,18,18,"JJA"
"1902-06-19",1902,6,1902,171,19,19,"JJA"
"1902-06-20",1902,6,1902,172,20,20,"JJA"
"1902-06-21",1902,6,1902,173,21,21,"JJA"
"1902-06-22",1902,6,1902,174,22,22,"JJA"
"1902-06-23",1902,6,1902,175,23,23,"JJA"
"1902-06-24",1902,6,1902,176,24,24,"JJA"
"1902-06-25",1902,6,1902,177,25,25,"JJA"
"1902-06-26",1902,6,1902,178,26,26,"JJA"
"1902-06-27",1902,6,1902,179,27,27,"JJA"
"1902-06-28",1902,6,1902,180,28,28,"JJA"
"1902-06-29",1902,6,1902,181,29,29,"JJA"
"1902-06-30",1902,6,1902,182,30,30,"JJA"
"1902-07-01",1902,7,1902,183,1,31,"JJA"
"1902-07-02",1902,7,1902,184,2,32,"JJA"
"1902-07-03",1902,7,1902,185,3,33,"JJA"
"1902-07-04",1902,7,1902,186,4,34,"JJA"
"1902-07-05",1902,7,1902,187,5,35,"JJA"
"1902-07-06",1902,7,1902,188,6,36,"JJA"
"1902-07-07",1902,7,1902,189,7,37,"JJA"
"1902-07-08",1902,7,1902,190,8,38,"JJA"
"1902-07-09",1902,7,1902,191,9,39,"JJA"
"1902-07-10",1902,7,1902,192,10,40,"JJA"
"1902-07-11",1902,7,1902,193,11,41,"JJA"
"1902-07-12",1902,7,1902,194,12,42,"JJA"
"1902-07-13",1902,7,1902,195,13,43,"JJA"
"1902-07-14",1902,7,1902,196,14,44,"JJA"
"1902-07-15",1902,7,1902,197,15,45,"JJA"
"1902-07-16",1902,7,1902,198,16,46,"JJA"
"1902-07-17",1902,7,1902,199,17,47,"JJA"
"1902-07-18",1902,7,1902,200,18,48,"JJA"
"1902-07-19",1902,7,1902,201,19,49,"JJA"
"1902-07-20",1902,7,1902,202,20,50,"JJA"
"1902-07-21",1902,7,1902,203,21,51,"JJA"
"1902-07-22",1902,7,1902,204,22,52,"JJA"
"1902-07-23",1902,7,1902,205,23,53,"JJA"
"1902-07-24",1902,7,1902,206,24,54,"JJA"
"1902-07-25",1902,7,1902,207,25,55,"JJA"
"1902-07-26",1902,7,1902,208,26,56,"JJA"
"1902-07-27",1902,7,1902,209,27,57,"JJA"
"1902-07-28",1902,7,1902,210,28,58,"JJA"
"1902-07-29",1902,7,1902,211,29,59,"JJA"
"1902-07-30",1902,7,1902,212,30,60,"JJA"
"1902-07-31",1902,7,1902,213,31,61,"JJA"
"1902-08-01",1902,8,1902,214,1,62,"JJA"
"1902-08-02",1902,8,1902,215,2,63,"JJA"
"1902-08-03",1902,8,1902,216,3,64,"JJA"
"1902-08-04",1902,8,1902,217,4,65,"JJA"
"1902-08-05",1902,8,1902,218,5,66,"JJA"
"1902-08-06",1902,8,1902,219,6,67,"JJA"
"1902-08-07",1902,8,1902,220,7,68,"JJA"
"1902-08-08",1902,8,1902,221,8,69,"JJA"
"1902-08-09",1902,8,1902,222,9,70,"JJA"
"1902-08-10",1902,8,1902,223,10,71,"JJA"
"1902-08-11",1902,8,1902,224,11,72,"JJA"
"1902-08-12",1902,8,1902,225,12,73,"JJA"
"1902-08-13",1902,8,1902,226,13,74,"JJA"
"1902-08-14",1902,8,1902,227,14,75,"JJA"
"1902-08-15",1902,8,1902,228,15,76,"JJA"
"1902-08-16",1902,8,1902,229,16,77,"JJA"
"1902-08-17",1902,8,1902,230,17,78,"JJA"
"1902-08-18",1902,8,1902,231,18,79,"JJA"
"1902-08-19",1902,8,1902,232,19,80,"JJA"
"1902-08-20",1902,8,1902,233,20,81,"JJA"
"1902-08-21",1902,8,1902,234,21,82,"JJA"
"1902-08-22",1902,8,1902,235,22,83,"JJA"
"1902-08-23",1902,8,1902,236,23,84,"JJA"
"1902-08-24",1902,8,1902,237,24,85,"JJA"
"1902-08-25",1902,8,1902,238,25,86,"JJA"
"1902-08-26",1902,8,1902,239,26,87,"JJA"
"1902-08-27",1902,8,1902,240,27,88,"JJA"
"1902-08-28",1902,8,1902,241,28,89,"JJA"
"1902-08-29",1902,8,1902,242,29,90,"JJA"
"1902-08-30",1902,8,1902,243,30,91,"JJA"
"1902-08-31",1902,8,1902,244,31,92,"JJA"
"1902-09-01",1902,9,1902,245,1,1,"SON"
"1902-09-02",1902,9,1902,246,2,2,"SON"
"1902-09-03",1902,9,1902,247,3,3,"SON"
"1902-09-04",1902,9,1902,248,4,4,"SON"
"1902-09-05",1902,9,1902,249,5,5,"SON"
"1902-09-06",1902,9,1902,250,6,6,"SON"
"1902-09-07",1902,9,1902,251,7,7,"SON"
"1902-09-08",1902,9,1902,252,8,8,"SON"
"1902-09-09",1902,9,1902,253,9,9,"SON"
"1902-09-10",1902,9,1902,254,10,10,"SON"
"1902-09-11",1902,9,1902,255,11,11,"SON"
"1902-09-12",1902,9,1902,256,12,12,"SON"
"1902-09-13",1902,9,1902,257,13,13,"SON"
"1902-09-14",1902,9,1902,258,14,14,"SON"
"1902-09-15",1902,9,1902,259,15,15,"SON"
"1902-09-16",1902,9,1902,260,16,16,"SON"
"1902-09-17",1902,9,1902,261,17,17,"SON"
"1902-09-18",1902,9,1902,262,18,18,"SON"
"1902-09-19",1902,9,1902,263,19,19,"SON"
"1902-09-20",1902,9,1902,264,20,20,"SON"
"1902-09-21",1902,9,1902,265,21,21,"SON"
"1902-09-22",1902,9,1902,266,22,22,"SON"
"1902-09-23",1902,9,1902,267,23,23,"SON"
"1902-09-24",1902,9,1902,268,24,24,"SON"
"1902-09-25",1902,9,1902,269,25,25,"SON"
"1902-09-26",1902,9,1902,270,26,26,"SON"
"1902-09-27",1902,9,1902,271,27,27,"SON"
"1902-09-28",1902,9,1902,272,28,28,"SON"
"1902-09-29",1902,9,1902,273,29,29,"SON"
